season,playerId,name,team,teamId,pa,ab,h,2b,3b,hr,bb,ibb,hbp,so,sf,sac,tb,avg,obp,slg,ops
2024,677951,Bobby Witt Jr.,Kansas City Royals,118,709,636,211,45,11,32,57,9,8,106,8,0,374,.332,.389,.588,.977
2024,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,141,697,616,199,44,1,30,72,12,5,96,4,0,335,.323,.396,.544,.940
2024,592450,Aaron Judge,New York Yankees,147,704,559,180,36,1,58,133,20,9,171,2,0,392,.322,.458,.701,1.159
2024,650333,Luis Arraez,San Diego Padres,135,672,637,200,32,3,4,24,3,8,29,1,2,250,.314,.346,.392,.738
2024,660271,Shohei Ohtani,Los Angeles Dodgers,119,731,636,197,38,7,54,81,10,6,162,5,0,411,.310,.390,.646,1.036
2024,670541,Yordan Alvarez,Houston Astros,117,635,552,170,34,2,35,69,16,10,95,4,0,313,.308,.392,.567,.959
2024,542303,Marcell Ozuna,Atlanta Braves,144,688,606,183,31,0,39,74,2,3,170,4,0,331,.302,.378,.546,.924
2024,673237,Yainer Diaz,Houston Astros,117,619,585,175,29,3,16,24,1,2,107,8,0,258,.299,.325,.441,.766
2024,607208,Trea Turner,Philadelphia Phillies,143,539,505,149,25,0,21,27,0,6,98,1,0,237,.295,.338,.469,.807
2024,514888,Jose Altuve,Houston Astros,117,682,628,185,31,0,20,47,2,7,119,0,0,276,.295,.350,.439,.789
2024,667670,Brent Rooker,Oakland Athletics,133,614,546,160,26,2,39,59,4,5,177,4,0,307,.293,.365,.562,.927
2024,701538,Jackson Merrill,San Diego Padres,135,593,554,162,31,6,24,29,1,1,101,5,4,277,.292,.326,.500,.826
2024,680757,Steven Kwan,Cleveland Guardians,114,540,480,140,16,3,14,53,0,5,51,0,2,204,.292,.368,.425,.793
2024,606466,Ketel Marte,Arizona Diamondbacks,109,583,504,147,23,2,36,65,7,5,106,9,0,282,.292,.372,.560,.932
2024,605141,Mookie Betts,Los Angeles Dodgers,119,516,450,130,24,5,19,61,2,1,57,4,0,221,.289,.372,.491,.863
2024,665742,Juan Soto,New York Yankees,147,713,576,166,31,4,41,129,2,4,119,4,0,328,.288,.419,.569,.988
2024,547180,Bryce Harper,Philadelphia Phillies,143,631,550,157,42,0,30,76,11,2,138,2,1,289,.285,.373,.525,.898
2024,680776,Jarren Duran,Boston Red Sox,111,735,671,191,48,14,21,54,1,6,160,3,1,330,.285,.342,.492,.834
2024,673548,Seiya Suzuki,Chicago Cubs,112,585,512,145,27,6,21,63,3,6,160,4,0,247,.283,.366,.482,.848
2024,518692,Freddie Freeman,Los Angeles Dodgers,119,638,542,153,35,2,22,78,9,10,100,8,0,258,.282,.378,.476,.854
2024,671277,Luis García Jr.,Washington Nationals,120,528,500,141,25,1,18,27,2,0,86,1,0,222,.282,.318,.444,.762
2024,683002,Gunnar Henderson,Baltimore Orioles,110,719,630,177,31,7,37,78,1,7,159,4,0,333,.281,.364,.529,.893
2024,661388,William Contreras,Milwaukee Brewers,158,679,595,167,37,2,23,78,5,3,139,3,0,277,.281,.365,.466,.831
2024,650490,Yandy Díaz,Tampa Bay Rays,139,621,563,158,31,1,14,50,0,4,95,4,0,233,.281,.341,.414,.755
2024,595777,Jurickson Profar,San Diego Padres,135,668,564,158,29,0,24,76,4,18,101,5,5,259,.280,.380,.459,.839
2024,664761,Alec Bohm,Philadelphia Phillies,143,606,554,155,44,2,15,40,2,6,86,6,0,248,.280,.332,.448,.780
2024,608070,José Ramírez,Cleveland Guardians,114,682,620,173,39,2,39,54,12,1,82,6,0,333,.279,.335,.537,.872
2024,666971,Lourdes Gurriel Jr.,Arizona Diamondbacks,109,553,513,143,22,2,18,29,1,6,101,5,0,223,.279,.322,.435,.757
2024,608369,Corey Seager,Texas Rangers,140,533,475,132,21,0,30,53,11,3,96,2,0,243,.278,.353,.512,.865
2024,680977,Brendan Donovan,St. Louis Cardinals,138,652,587,163,34,3,14,47,0,13,81,5,0,245,.278,.342,.417,.759
2024,668804,Bryan Reynolds,Pittsburgh Pirates,134,692,622,171,29,3,24,57,3,10,156,3,0,278,.275,.344,.447,.791
2024,592518,Manny Machado,San Diego Padres,135,643,593,163,30,0,29,45,6,1,124,4,0,280,.275,.325,.472,.797
2024,694192,Jackson Chourio,Milwaukee Brewers,158,573,528,145,29,4,21,39,4,3,121,2,1,245,.275,.327,.464,.791
2024,596019,Francisco Lindor,New York Mets,121,689,618,169,39,1,33,56,0,12,127,3,0,309,.273,.344,.500,.844
2024,677594,Julio Rodríguez,Seattle Mariners,136,613,567,155,17,0,20,38,1,6,156,2,0,232,.273,.325,.409,.734
2024,663538,Nico Hoerner,Chicago Cubs,112,641,582,159,35,1,7,44,1,12,66,3,0,217,.273,.335,.373,.708
2024,646240,Rafael Devers,Boston Red Sox,111,601,525,143,34,5,28,67,14,3,147,6,0,271,.272,.354,.516,.870
2024,606192,Teoscar Hernández,Los Angeles Dodgers,119,652,589,160,32,2,33,53,3,8,188,1,0,295,.272,.339,.501,.840
2024,571448,Nolan Arenado,St. Louis Cardinals,138,635,578,157,23,0,16,44,2,5,92,7,0,228,.272,.325,.394,.719
2024,521692,Salvador Perez,Kansas City Royals,118,652,590,160,28,0,27,44,9,11,129,6,0,269,.271,.330,.456,.786
2024,663624,Ryan Mountcastle,Baltimore Orioles,110,507,473,128,30,2,13,27,0,1,114,6,0,201,.271,.308,.425,.733
2024,671218,Heliot Ramos,San Francisco Giants,137,518,475,128,23,3,22,37,2,2,135,4,0,223,.269,.322,.469,.791
2024,676475,Alec Burleson,St. Louis Cardinals,138,595,547,147,20,0,21,35,0,4,76,6,1,230,.269,.314,.420,.734
2024,678662,Ezequiel Tovar,Colorado Rockies,115,695,655,176,45,4,26,23,1,4,200,7,5,307,.269,.295,.469,.764
2024,663898,Brendan Rodgers,Colorado Rockies,115,539,501,134,29,1,13,31,1,4,132,2,1,204,.267,.314,.407,.721
2024,691026,Masyn Winn,St. Louis Cardinals,138,637,587,157,32,5,15,41,1,1,109,5,3,244,.267,.314,.416,.730
2024,665161,Jeremy Peña,Houston Astros,117,650,602,160,28,2,15,25,1,14,111,6,3,237,.266,.308,.394,.702
2024,641355,Cody Bellinger,Chicago Cubs,112,569,516,137,23,3,18,45,7,3,89,5,0,220,.266,.325,.426,.751
2024,663993,Nathaniel Lowe,Texas Rangers,140,565,486,129,16,1,16,71,1,4,125,4,0,195,.265,.361,.401,.762
2024,686469,Vinnie Pasquantino,Kansas City Royals,118,554,496,130,30,2,19,40,1,4,71,13,1,221,.262,.315,.446,.761
2024,682985,Riley Greene,Detroit Tigers,116,584,512,134,27,6,24,64,3,5,156,2,0,245,.262,.348,.479,.827
2024,686668,Brenton Doyle,Colorado Rockies,115,603,542,141,24,4,23,46,1,3,153,8,4,242,.260,.317,.446,.763
2024,608324,Alex Bregman,Houston Astros,117,634,581,151,30,2,26,44,1,5,86,4,0,263,.260,.315,.453,.768
2024,690993,Colt Keith,Detroit Tigers,116,556,516,134,15,4,13,36,2,2,110,2,0,196,.260,.309,.380,.689
2024,686217,Sal Frelick,Milwaukee Brewers,158,524,475,123,22,4,2,39,0,4,78,1,2,159,.259,.320,.335,.655
2024,682829,Elly De La Cruz,Cincinnati Reds,113,696,618,160,36,10,25,69,2,6,218,1,2,291,.259,.339,.471,.810
2024,665833,Oneil Cruz,Pittsburgh Pirates,134,599,541,140,34,3,21,51,5,3,181,4,0,243,.259,.324,.449,.773
2024,457759,Justin Turner,Seattle Mariners,136,539,460,119,24,0,11,59,2,13,95,7,0,176,.259,.354,.383,.737
2024,663886,Tyler Stephenson,Cincinnati Reds,113,515,457,118,26,1,19,48,2,8,117,2,0,203,.258,.338,.444,.782
2024,669701,Josh Smith,Texas Rangers,140,592,523,135,30,1,13,46,1,18,121,3,2,206,.258,.337,.394,.731
2024,650402,Gleyber Torres,New York Yankees,147,665,587,151,26,0,15,65,0,3,136,8,2,222,.257,.330,.378,.708
2024,663837,Matt Vierling,Detroit Tigers,116,567,518,133,28,5,16,41,1,3,121,5,0,219,.257,.312,.423,.735
2024,696285,Jacob Young,Washington Nationals,120,521,468,120,24,1,3,30,0,12,102,2,9,155,.256,.316,.331,.647
2024,665862,Jazz Chisholm Jr.,New York Yankees,147,621,562,144,21,4,24,53,5,4,152,2,0,245,.256,.324,.436,.760
2024,553993,Eugenio Suárez,Arizona Diamondbacks,109,640,571,146,28,2,30,49,0,9,176,11,0,268,.256,.319,.469,.788
2024,592206,Nick Castellanos,Philadelphia Phillies,143,659,606,154,30,4,23,41,2,10,139,2,0,261,.254,.311,.431,.742
2024,668930,Brice Turang,Milwaukee Brewers,158,619,559,142,24,4,7,50,1,2,105,3,5,195,.254,.316,.349,.665
2024,608385,Jesse Winker,New York Mets,121,508,430,109,23,0,14,63,2,10,106,3,2,174,.253,.360,.405,.765
2024,694671,Wyatt Langford,Texas Rangers,140,557,499,126,25,4,16,51,3,4,115,3,0,207,.253,.325,.415,.740
2024,665926,Andrés Giménez,Cleveland Guardians,114,633,583,147,22,1,9,26,1,15,97,6,3,198,.252,.298,.340,.638
2024,660821,Jesús Sánchez,Miami Marlins,146,537,489,123,25,1,18,41,2,4,140,2,1,204,.252,.313,.417,.730
2024,642715,Willy Adames,Milwaukee Brewers,158,688,610,153,33,0,32,74,3,1,173,3,0,282,.251,.331,.462,.793
2024,572233,Christian Walker,Arizona Diamondbacks,109,552,479,120,26,0,26,55,4,10,133,8,0,224,.251,.335,.468,.803
2024,694384,Nolan Schanuel,Los Angeles Angels,108,607,519,130,19,0,13,68,0,9,103,7,3,188,.250,.343,.362,.705
2024,669394,Jake Burger,Miami Marlins,146,579,535,134,23,1,29,31,2,9,150,4,0,246,.250,.301,.460,.761
2024,668939,Adley Rutschman,Baltimore Orioles,110,638,571,143,21,1,19,58,3,2,103,7,0,223,.250,.318,.391,.709
2024,687263,Zach Neto,Los Angeles Angels,108,602,542,135,34,1,23,39,1,16,140,1,4,240,.249,.318,.443,.761
2024,605137,Josh Bell,Arizona Diamondbacks,109,603,538,134,23,2,19,51,1,6,120,3,0,218,.249,.319,.405,.724
2024,683737,Michael Busch,Chicago Cubs,112,567,496,123,28,2,21,63,1,4,162,4,0,218,.248,.335,.440,.775
2024,669257,Will Smith,Los Angeles Dodgers,119,544,476,118,24,2,20,51,6,9,105,8,0,206,.248,.327,.433,.760
2024,656941,Kyle Schwarber,Philadelphia Phillies,143,692,573,142,22,0,38,106,4,5,197,8,0,278,.248,.366,.485,.851
2024,663697,Jonathan India,Cincinnati Reds,113,637,533,132,28,2,15,80,0,15,125,7,2,209,.248,.357,.392,.749
2024,650489,Willi Castro,Minnesota Twins,142,635,558,138,31,5,12,51,0,21,150,4,1,215,.247,.331,.385,.716
2024,656305,Matt Chapman,San Francisco Giants,137,647,575,142,39,2,27,64,3,6,158,2,0,266,.247,.328,.463,.791
2024,621566,Matt Olson,Atlanta Braves,144,685,600,148,37,1,29,71,5,9,170,5,0,274,.247,.333,.457,.790
2024,678882,Ceddanne Rafaela,Boston Red Sox,111,571,544,134,23,5,15,15,1,7,151,3,2,212,.246,.274,.390,.664
2024,621493,Taylor Ward,Los Angeles Angels,108,663,585,144,26,2,25,63,0,7,163,8,0,249,.246,.323,.426,.749
2024,682928,CJ Abrams,Washington Nationals,120,602,541,133,29,6,20,40,3,16,128,4,1,234,.246,.314,.433,.747
2024,683734,Andrew Vaughn,Chicago White Sox,145,619,570,140,30,1,19,38,0,6,132,5,0,229,.246,.297,.402,.699
2024,502671,Paul Goldschmidt,St. Louis Cardinals,138,654,599,147,33,1,22,47,2,2,173,2,0,248,.245,.302,.414,.716
2024,681082,Bryson Stott,Philadelphia Phillies,143,571,506,124,19,2,11,53,1,3,93,9,0,180,.245,.315,.356,.671
2024,681351,Logan O'Hoppe,Los Angeles Angels,108,522,479,117,17,1,20,33,0,8,155,1,1,196,.244,.303,.409,.712
2024,647304,Josh Naylor,Cleveland Guardians,114,633,563,137,27,0,31,58,7,7,105,4,0,257,.243,.320,.456,.776
2024,683011,Anthony Volpe,New York Yankees,147,689,637,155,27,7,12,42,1,4,156,3,2,232,.243,.293,.364,.657
2024,668709,JJ Bleday,Oakland Athletics,133,642,572,139,43,4,20,67,2,2,125,0,1,250,.243,.324,.437,.761
2024,664023,Ian Happ,Chicago Cubs,112,657,569,138,34,2,25,80,1,6,168,2,0,251,.243,.341,.441,.782
2024,681297,Colton Cowser,Baltimore Orioles,110,561,499,121,24,3,24,52,2,7,172,3,0,223,.242,.321,.447,.768
2024,641857,Ryan McMahon,Colorado Rockies,115,645,567,137,28,0,20,69,4,3,185,4,0,225,.242,.325,.397,.722
2024,621020,Dansby Swanson,Chicago Cubs,112,593,534,129,27,2,16,54,2,2,144,3,0,208,.242,.312,.390,.702
2024,624585,Jorge Soler,Atlanta Braves,144,574,493,119,34,1,21,68,0,6,141,4,0,218,.241,.338,.442,.780
2024,630105,Jake Cronenworth,San Diego Padres,135,656,577,139,29,3,17,61,0,11,118,3,1,225,.241,.324,.390,.714
2024,624413,Pete Alonso,New York Mets,121,695,608,146,31,0,34,70,4,13,172,4,0,279,.240,.329,.459,.788
2024,687401,Joey Ortiz,Milwaukee Brewers,158,511,440,105,25,6,11,56,0,6,103,6,3,175,.239,.329,.398,.727
2024,670623,Isaac Paredes,Chicago Cubs,112,641,542,129,25,1,19,76,2,17,105,6,0,213,.238,.346,.393,.739
2024,467793,Carlos Santana,Minnesota Twins,142,594,521,124,26,0,23,65,3,6,99,2,0,219,.238,.328,.420,.748
2024,657041,Lane Thomas,Cleveland Guardians,114,528,472,112,26,3,15,44,1,7,137,5,0,189,.237,.309,.400,.709
2024,543760,Marcus Semien,Texas Rangers,140,718,650,154,27,2,23,64,2,3,105,1,0,254,.237,.308,.391,.699
2024,623993,Anthony Santander,Baltimore Orioles,110,665,595,140,25,2,44,58,3,7,129,5,0,301,.235,.308,.506,.814
2024,664034,Ty France,Cincinnati Reds,113,535,479,112,24,0,13,38,0,13,114,5,0,175,.234,.305,.365,.670
2024,650559,Bryan De La Cruz,Pittsburgh Pirates,134,622,584,136,25,0,21,29,1,3,170,5,0,224,.233,.271,.384,.655
2024,657077,Alex Verdugo,New York Yankees,147,621,559,130,28,1,13,49,0,1,93,10,2,199,.233,.291,.356,.647
2024,457705,Andrew McCutchen,Pittsburgh Pirates,134,515,448,104,18,1,20,58,1,7,133,2,0,184,.232,.328,.411,.739
2024,672580,Maikel Garcia,Kansas City Royals,118,626,575,133,27,5,7,42,0,0,103,5,4,191,.231,.281,.332,.613
2024,682998,Corbin Carroll,Arizona Diamondbacks,109,684,589,136,22,14,22,73,0,10,130,9,3,252,.231,.322,.428,.750
2024,665750,Leody Taveras,Texas Rangers,140,529,480,110,17,3,12,42,0,0,112,4,3,169,.229,.289,.352,.641
2024,643217,Andrew Benintendi,Chicago White Sox,145,522,477,109,20,0,20,41,1,1,96,3,0,189,.229,.289,.396,.685
2024,668715,Spencer Steer,Cincinnati Reds,113,656,574,129,34,4,20,72,1,8,137,2,0,231,.225,.319,.402,.721
2024,607043,Brandon Nimmo,New York Mets,121,663,571,128,25,3,23,77,1,12,158,3,0,228,.224,.327,.399,.726
2024,666969,Adolis García,Texas Rangers,140,637,580,130,27,0,25,45,2,6,177,6,0,232,.224,.284,.400,.684
2024,669127,Shea Langeliers,Oakland Athletics,133,534,482,108,18,2,29,41,2,5,145,6,0,217,.224,.288,.450,.738
2024,543807,George Springer,Toronto Blue Jays,141,614,545,120,19,3,19,60,0,6,115,2,0,202,.220,.303,.371,.674
2024,663728,Cal Raleigh,Seattle Mariners,136,628,546,120,16,0,34,70,4,6,176,6,0,238,.220,.312,.436,.748
2024,676694,Jake Meyers,Houston Astros,117,513,461,101,20,3,13,35,0,10,117,4,3,166,.219,.286,.360,.646
2024,668227,Randy Arozarena,Seattle Mariners,136,648,549,120,33,0,20,73,0,22,169,4,0,213,.219,.332,.388,.720
2024,606115,Orlando Arcia,Atlanta Braves,144,602,551,120,24,0,17,41,1,2,128,7,1,195,.218,.271,.354,.625
2024,656555,Rhys Hoskins,Milwaukee Brewers,158,517,449,96,14,0,26,53,1,7,149,6,0,188,.214,.303,.419,.722
2024,662139,Daulton Varsho,Toronto Blue Jays,141,513,459,98,21,7,18,48,1,4,137,1,1,187,.214,.293,.407,.700
2024,680869,Zack Gelof,Oakland Athletics,133,547,497,105,20,2,17,38,0,4,188,5,3,180,.211,.270,.362,.632
2024,666624,Christopher Morel,Tampa Bay Rays,139,611,535,105,11,3,21,61,3,10,159,5,0,185,.196,.288,.346,.634
